title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,decade,na_pct,jp_pct,pal_pct,other_pct,sales_tier,,,
Rayman Arena,XB,Racing,Ubisoft,5,0.07,0.05,0,0.01,0,2002,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Circus Maximus: Chariot Wars,XB,Racing,Encore,7.3,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Need for Speed Underground 2,PC,Racing,Electronic Arts,7.3,0.07,0,0,0.06,0.01,2004,2000,0,0,85.7,14.3,Niche (<0.1M),,,
Homie Rollerz,DS,Racing,Destineer,7.3,0.07,0.07,0,0,0.01,2008,2000,100,0,0,14.3,Niche (<0.1M),,,
Damage Inc.: Pacific Squadron WWII,X360,Simulation,Mad Catz,7.3,0.07,0.07,0,0,0.01,2012,2010,100,0,0,14.3,Niche (<0.1M),,,
Photo Kano Kiss,PSV,Simulation,Kadokawa Shoten,7.3,0.07,0,0.07,0,0,2013,2010,0,100,0,0,Niche (<0.1M),,,
America's Next Top Model,Wii,Simulation,Crave Entertainment,7.3,0.07,0.07,0,0,0,2010,2010,100,0,0,0,Niche (<0.1M),,,
Bass Pro Shops: The Strike - Championship Edition,NS,Simulation,Planet Entertainment,7.3,0.07,0.06,0,0,0.01,2018,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Heavenly Guardian,Wii,Shooter,UFO Interactive,7.3,0.07,0.06,0,0,0.01,2008,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Space Hulk: Vengeance of the Blood Angels,PS,Shooter,Electronic Arts,7.3,0.07,0.04,0,0.03,0,1996,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Winning Post 7 2010,PS3,Sports,Tecmo Koei,7.3,0.07,0,0.07,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,Sports,Rocket Company,7.3,0.07,0,0.07,0,0,2011,2010,0,100,0,0,Niche (<0.1M),,,
R.B.I. Baseball 18,PS4,Sports,MLB Advanced Media,7.3,0.07,0.06,0,0,0.01,2018,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Football Manager 2010,PC,Sports,Sega,8.7,0.07,0,0,0.06,0.01,2009,2000,0,0,85.7,14.3,Niche (<0.1M),,,
Major League Baseball 2K10,PSP,Sports,2K Sports,7.3,0.07,0.06,0,0,0.01,2010,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Drake of the 99 Dragons,XB,Shooter,Majesco,7.3,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Dream Trigger 3D,3DS,Shooter,D3 Publisher,5.7,0.07,0.04,0,0.02,0.01,2011,2010,57.1,0,28.6,14.3,Niche (<0.1M),,,
Gunstar Super Heroes,GBA,Shooter,Sega,8,0.07,0.05,0,0.02,0,2005,2000,71.4,0,28.6,0,Niche (<0.1M),,,
C: The Contra Adventure,PS,Shooter,Konami,4.2,0.07,0.04,0,0.02,0,1998,1990,57.1,0,28.6,0,Niche (<0.1M),,,
Pocky & Rocky with Becky,GBA,Shooter,Natsume,7.3,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Serious Sam: Next Encounter,PS2,Shooter,Global Star Software,7.3,0.07,0.04,0,0.03,0.01,2004,2000,57.1,0,42.9,14.3,Niche (<0.1M),,,
Tom Clancy's Ghost Recon 2,GC,Shooter,Ubisoft,5.7,0.07,0.06,0,0.01,0,2005,2000,85.7,0,14.3,0,Niche (<0.1M),,,
Fantastic Four,PS,Action,Acclaim Entertainment,7.3,0.07,0.04,0,0.03,0,1997,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Resident Evil 6,XOne,Shooter,Capcom,7.3,0.07,0.06,0,0,0.01,2016,2010,85.7,0,0,14.3,Niche (<0.1M),,,
The Final Round,PS,Sports,Konami,7.3,0.07,0.04,0,0.03,0,1996,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Cabela's Big Game Hunter 2005 Adventures,GC,Sports,Activision,7.3,0.07,0.05,0,0.01,0,2004,2000,71.4,0,14.3,0,Niche (<0.1M),,,
My Horse & Me: Riding for Gold,DS,Sports,Atari,7.3,0.07,0.05,0,0.01,0,2009,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Mutant Football League: Dynasty Edition,PS4,Sports,Nighthawk Interactive,7.3,0.07,0.05,0,0,0.01,2018,2010,71.4,0,0,14.3,Niche (<0.1M),,,
Family Trainer: Treasure Adventure,Wii,Sports,Namco Bandai,7.3,0.07,0,0,0.06,0.01,2010,2010,0,0,85.7,14.3,Niche (<0.1M),,,
ESPN National Hockey Night,PS2,Sports,Konami,7.3,0.07,0.03,0,0.03,0.01,2001,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Pro Yakyuu Spirits 2011,3DS,Sports,Konami,7.3,0.07,0,0.07,0,0,2011,2010,0,100,0,0,Niche (<0.1M),,,
OverBlood 2,PS,Action,Evolution Games,7.3,0.07,0,0.06,0,0,2001,2000,0,85.7,0,0,Niche (<0.1M),,,
Bad Apple Wars,PSV,Action,Aksys Games,7.3,0.07,0.02,0.04,0,0.01,2017,2010,28.6,57.1,0,14.3,Niche (<0.1M),,,
Discovery Kids: Parrot Pals,DS,Simulation,505 Games,7.3,0.07,0.07,0,0,0.01,2009,2000,100,0,0,14.3,Niche (<0.1M),,,
Harvest Moon: Light of Hope,PS4,Simulation,Natsume,7.3,0.07,0.06,0,0,0.01,2018,2010,85.7,0,0,14.3,Niche (<0.1M),,,
AKB1/149: Love Election,PSV,Simulation,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Pitfall: The Lost Expedition,XB,Action,Activision,7.3,0.07,0.05,0,0.01,0,2004,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Bionicle Heroes,X360,Shooter,Eidos Interactive,6.1,0.07,0.05,0,0.01,0.01,2006,2000,71.4,0,14.3,14.3,Niche (<0.1M),,,
Target: Terror,Wii,Shooter,Konami,7.3,0.07,0.06,0,0,0.01,2008,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Silpheed: The Lost Planet,PS2,Shooter,Working Designs,7.3,0.07,0.03,0,0.03,0.01,2001,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Chou Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,Action,Bandai Namco Games,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
Samurai Warriors 4: Empires,PS3,Action,Tecmo Koei,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
TRON: Evolution,PC,Action,Disney Interactive Studios,7.3,0.07,0.06,0,0,0,2010,2010,85.7,0,0,0,Niche (<0.1M),,,
Army Men: Green Rogue,PS,Action,3DO,7.3,0.07,0.04,0,0.02,0,2001,2000,57.1,0,28.6,0,Niche (<0.1M),,,
G-Saviour,PS2,Action,Sunrise Interactive,7.3,0.07,0,0.07,0,0,2000,2000,0,100,0,0,Niche (<0.1M),,,
Accel World vs. Sword Art Online: Millennium Twilight,PSV,Action,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2017,2010,0,100,0,0,Niche (<0.1M),,,
Firefighter F.D.18,PS2,Action,Konami,5.9,0.07,0.03,0,0.03,0.01,2004,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
NHL 2005,GC,Sports,EA Sports,7.3,0.07,0.05,0,0.01,0,2004,2000,71.4,0,14.3,0,Niche (<0.1M),,,
NHL Hitz Pro,XB,Sports,Midway Games,7.3,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
G Darius,PS,Shooter,THQ,7.3,0.07,0.04,0,0.03,0,1998,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Combat: Task Force 121,XB,Shooter,Groove Games,7.3,0.07,0.05,0,0.02,0,2005,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Viewpoint,PS,Shooter,Electronic Arts,7.3,0.07,0.04,0,0.03,0,1995,1990,57.1,0,42.9,0,Niche (<0.1M),,,
FIFA Soccer 06,GBA,Sports,EA Sports,7.3,0.07,0.05,0,0.02,0,2005,2000,71.4,0,28.6,0,Niche (<0.1M),,,
RedCard 20-03,PS2,Sports,Midway Games,7.3,0.07,0.03,0,0.03,0.01,2002,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
All-Star Baseball 2004,GBA,Sports,Acclaim Entertainment,7.4,0.07,0.05,0,0.02,0,2003,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Alexi Lalas International Soccer,PS,Sports,Take-Two Interactive,4.4,0.07,0.04,0,0.03,0,1999,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Inversion,PS3,Shooter,Namco Bandai Games,7.3,0.07,0.03,0,0.03,0.01,2012,2010,42.9,0,42.9,14.3,Niche (<0.1M),,,
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Shooter,Sega,7.3,0.07,0.06,0,0.01,0.01,2010,2010,85.7,0,14.3,14.3,Niche (<0.1M),,,
The History Channel: Battle for the Pacific,PS3,Shooter,Activision,7.3,0.07,0.07,0,0,0.01,2008,2000,100,0,0,14.3,Niche (<0.1M),,,
Rogue Trooper: Quartz Zone Massacre,Wii,Shooter,Graffiti,8,0.07,0.06,0,0,0.01,2009,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Point Blank DS (JP sales),DS,Shooter,Namco Bandai,7.3,0.07,0,0.07,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
Rayman 3: Hoodlum Havoc,XB,Platform,Ubisoft,7.3,0.07,0.06,0,0.02,0,2003,2000,85.7,0,28.6,0,Niche (<0.1M),,,
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Action,Irem Software Engineering,7.3,0.07,0,0.07,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
MLB Power Pros 2008,DS,Sports,2K Sports,7.3,0.07,0.06,0,0,0.01,2008,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Jackass the Game DS,DS,Action,Red Mile Entertainment,7.3,0.07,0.06,0,0,0.01,2008,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Alpha and Omega,DS,Action,Storm City Games,7.3,0.07,0.06,0,0,0,2010,2010,85.7,0,0,0,Niche (<0.1M),,,
SG/ZH: School Girl/Zombie Hunter,PS4,Action,Aksys Games,7.3,0.07,0.04,0.02,0,0.01,2017,2010,57.1,28.6,0,14.3,Niche (<0.1M),,,
Spartan: Total Warrior,GC,Action,Sega,7.1,0.07,0.05,0,0.01,0,2005,2000,71.4,0,14.3,0,Niche (<0.1M),,,
River City Ransom EX,GBA,Action,Atlus,7.3,0.07,0.05,0,0.02,0,2004,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Legend of Kay Anniversary,WiiU,Action,Nordic Games,7.3,0.07,0.05,0,0.02,0.01,2015,2010,71.4,0,28.6,14.3,Niche (<0.1M),,,
Has-Been Heroes,PS4,Action,GameTrust,7.3,0.07,0.06,0,0,0.01,2017,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,Action,Capcom,7.3,0.07,0,0.07,0,0,1993,1990,0,100,0,0,Niche (<0.1M),,,
Robot Alchemic Drive,PS2,Action,Enix,7.3,0.07,0.03,0,0.03,0.01,2002,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Tokyo Beat Down,DS,Action,Atlus,7.3,0.07,0.06,0,0,0.01,2009,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Dynasty Warriors DS: Fighter's Battle,DS,Action,KOEI,7.3,0.07,0.04,0.03,0,0,2007,2000,57.1,42.9,0,0,Niche (<0.1M),,,
Kamen Rider: Battride War Genesis,PS4,Action,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
Godzilla (2014),PS3,Action,Namco Bandai Games,7.3,0.07,0,0.06,0.01,0,2015,2010,0,85.7,14.3,0,Niche (<0.1M),,,
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,Action,Namco Bandai,7.3,0.07,0,0.07,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Pac-Man World 3,PSP,Platform,Namco,7.3,0.07,0.07,0,0,0.01,2005,2000,100,0,0,14.3,Niche (<0.1M),,,
Warhammer: The End Times - Vermintide,PS4,Action,Games Workshop,7.3,0.07,0.03,0,0.03,0.01,2016,2010,42.9,0,42.9,14.3,Niche (<0.1M),,,
Gintama DS: Yorozuya Daisoudou,DS,Action,Namco Bandai,7.3,0.07,0,0.07,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
Sega Soccer Slam,GC,Sports,Sega,7.3,0.07,0.05,0,0.01,0,2002,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Mario Tennis,VC,Sports,Nintendo,7.3,0.07,0,0,0.06,0.01,2010,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Nichibeikan Pro Yakyuu: Final League,PS2,Sports,Square,7.3,0.07,0,0.07,0,0,2002,2000,0,100,0,0,Niche (<0.1M),,,
Streets of Rage 3,GEN,Action,Sega,7.3,0.07,0,0.07,0,0,1994,1990,0,100,0,0,Niche (<0.1M),,,
Catwoman,GC,Action,Electronic Arts,5.3,0.07,0.05,0,0.01,0,2004,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Operation: Vietnam,DS,Shooter,Majesco,7.3,0.07,0.06,0,0,0,2007,2000,85.7,0,0,0,Niche (<0.1M),,,
Touhou Genso Rondo: Bullet Ballet,PS4,Shooter,NIS America,7.3,0.07,0.06,0,0,0.01,2016,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Mega Man X4,SAT,Platform,Capcom,7.3,0.07,0,0.07,0,0,1997,1990,0,100,0,0,Niche (<0.1M),,,
N+,DS,Platform,Atari,7.3,0.07,0.06,0,0,0,2008,2000,85.7,0,0,0,Niche (<0.1M),,,
Pac-Man and the Ghostly Adventures 2,WiiU,Platform,Namco Bandai Games,7.3,0.07,0.04,0,0.02,0.01,2014,2010,57.1,0,28.6,14.3,Niche (<0.1M),,,
Futurama,PS2,Platform,VU Games,7.3,0.07,0.04,0,0.03,0.01,2003,2000,57.1,0,42.9,14.3,Niche (<0.1M),,,
Super Ghouls 'n Ghosts,GBA,Platform,Capcom,7.3,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,Platform,Ubisoft,7.3,0.07,0.05,0,0.01,0,2005,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Pandemonium 2,PS,Platform,Midway Games,7.3,0.07,0.04,0,0.02,0,1997,1990,57.1,0,28.6,0,Niche (<0.1M),,,
Dynasty Warriors 8: Empires,XOne,Action,Tecmo Koei,7.3,0.07,0.04,0,0.02,0.01,2015,2010,57.1,0,28.6,14.3,Niche (<0.1M),,,
Top Gun,PS3,Action,505 Games,7.3,0.07,0.06,0,0,0.01,2011,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Uprising X,PS,Action,3DO,7.3,0.07,0.04,0,0.03,0,1998,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,Action,Activision,7.3,0.07,0.05,0,0.01,0.01,2016,2010,71.4,0,14.3,14.3,Niche (<0.1M),,,
Busou Shinki: Battle Masters,PSP,Action,Konami,7.3,0.07,0,0.07,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,Action,Banpresto,7.3,0.07,0,0.07,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
Samurai Warriors,XB,Action,KOEI,7.3,0.07,0.05,0,0.02,0,2004,2000,71.4,0,28.6,0,Niche (<0.1M),,,
PriPara Mezameyo! Megami no Dress Design,3DS,Action,Takara Tomy,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
Terraria,PS4,Action,505 Games,7.3,0.07,0,0.01,0.05,0.01,2014,2010,0,14.3,71.4,14.3,Niche (<0.1M),,,
NHL Open Ice,PS,Sports,Midway Games,7.3,0.07,0.04,0,0.03,0,1996,1990,57.1,0,42.9,0,Niche (<0.1M),,,
The Hustle: Detroit Streets,PSP,Sports,Activision,7.3,0.07,0.07,0,0,0.01,2005,2000,100,0,0,14.3,Niche (<0.1M),,,
Power Pro GB,GB,Sports,Konami,7.3,0.07,0,0.07,0,0,1998,1990,0,100,0,0,Niche (<0.1M),,,
Romance of the Three Kingdoms IX,PS2,Strategy,KOEI,7.3,0.07,0.03,0,0.03,0.01,2004,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,Sports,Konami,7.3,0.07,0,0.07,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
Harlem Globetrotters: World Tour,DS,Sports,DSI Games,7.3,0.07,0.07,0,0,0.01,2007,2000,100,0,0,14.3,Niche (<0.1M),,,
Derby Jockey: Kishou e no Michi,SNES,Sports,Asmik Corp,7.3,0.07,0,0.07,0,0,1994,1990,0,100,0,0,Niche (<0.1M),,,
Taz Wanted,XB,Platform,Atari,5.8,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,Platform,Nintendo,7.3,0.07,0,0.07,0,0,2004,2000,0,100,0,0,Niche (<0.1M),,,
Zombi,PS4,Action,Ubisoft,7.5,0.07,0,0.01,0.04,0.01,2015,2010,0,14.3,57.1,14.3,Niche (<0.1M),,,
Prince of Persia: The Fallen King,DS,Action,Ubisoft,7.3,0.07,0.06,0,0,0,2008,2000,85.7,0,0,0,Niche (<0.1M),,,
Frogger Advance: The Great Quest,GBA,Action,Konami,5.5,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
I-Ninja,XB,Platform,Namco,7.8,0.07,0.05,0,0.02,0,2003,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Spot Goes to Hollywood,PS,Platform,Virgin Interactive,4.4,0.07,0.04,0,0.03,0,1996,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Horrid Henry: The Good, The Bad and The Bugly,3DS,Platform,Asylum Entertainment,7.3,0.07,0,0,0.06,0.01,2011,2010,0,0,85.7,14.3,Niche (<0.1M),,
Anubis II,Wii,Platform,UFO Interactive,1.5,0.07,0.06,0,0,0.01,2007,2000,85.7,0,0,14.3,Niche (<0.1M),,,
MLB Front Office Manager,X360,Sports,2K Sports,7.3,0.07,0.06,0,0,0.01,2009,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Mia Hamm Soccer 64,N64,Sports,SouthPeak Interactive,7.3,0.07,0.06,0,0.01,0,2000,2000,85.7,0,14.3,0,Niche (<0.1M),,,
Winter Sports 2011,Wii,Sports,DTP Entertainment,7.3,0.07,0,0,0.06,0.01,2011,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Culdcept Revolt,3DS,Strategy,NIS America,7.3,0.07,0,0.07,0,0,2017,2010,0,100,0,0,Niche (<0.1M),,,
The Banner Saga Trilogy - Bonus Edition,PS4,Strategy,505 Games,7.3,0.07,0.06,0,0,0.01,2018,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Gladius,GC,Strategy,LucasArts,8.3,0.07,0.06,0,0.01,0,2003,2000,85.7,0,14.3,0,Niche (<0.1M),,,
Mobile Suit Gundam: Try Age SP,3DS,Strategy,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2014,2010,0,100,0,0,Niche (<0.1M),,,
Scribblenauts: Showdown,NS,Platform,Warner Bros. Interactive,7.3,0.07,0.03,0,0.03,0.01,2018,2010,42.9,0,42.9,14.3,Niche (<0.1M),,,
The Tale of Despereaux,DS,Platform,Brash Entertainment,7.3,0.07,0.06,0,0,0,2008,2000,85.7,0,0,0,Niche (<0.1M),,,
Crimson Sea 2,PS2,Action,KOEI,7.3,0.07,0.03,0,0.03,0.01,2004,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,Action,FuRyu Corporation,7.3,0.07,0,0.07,0,0,2013,2010,0,100,0,0,Niche (<0.1M),,,
Middle-Earth: Shadow of War,PC,Action,Warner Bros. Interactive Entertainment,7.3,0.07,0.03,0,0.04,0.01,2017,2010,42.9,0,57.1,14.3,Niche (<0.1M),,,
NCAA College Football 2K3,GC,Sports,Sega,7.3,0.07,0.05,0,0.01,0,2002,2000,71.4,0,14.3,0,Niche (<0.1M),,,
NHL-Legacy Edition,PS3,Sports,EA Sports,7.3,0.07,0.06,0,0,0.01,2015,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Super Baseball,2600,Sports,Atari,7.3,0.07,0.07,0,0,0,1988,1980,100,0,0,0,Niche (<0.1M),,,
The Golf Club,XOne,Sports,Maximum Games,7.3,0.07,0.07,0,0,0.01,2015,2010,100,0,0,14.3,Niche (<0.1M),,,
Shin Chan Contra ?­Los Plastas!,DS,Platform,505 Games,7.3,0.07,0,0.07,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
DuckTales: Remastered,WiiU,Platform,Capcom,7.3,0.07,0.06,0,0,0.01,2013,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Wallace & Gromit in Project Zoo,GC,Platform,BAM! Entertainment,6.6,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Rayman 3: Hoodlum Havoc,GC,Platform,Ubisoft,7.4,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Tak: The Great Juju Challenge,XB,Platform,THQ,7.3,0.07,0.05,0,0.02,0,2005,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Disney's Donald Duck Advance,GBA,Platform,Ubisoft,6.5,0.07,0.05,0,0.02,0,2001,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Paw Patrol on a Roll,PS4,Platform,Outright Games,7.3,0.07,0.06,0,0,0.01,2018,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Winning Post 7 2012,PS3,Sports,Tecmo Koei,7.3,0.07,0,0.07,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
River King: Mystic Valley (US sales),DS,Sports,Natsume,7.3,0.07,0.07,0,0,0,2008,2000,100,0,0,0,Niche (<0.1M),,,
Mega Man Xtreme,GB,Platform,Capcom,7.3,0.07,0,0.07,0,0,2001,2000,0,100,0,0,Niche (<0.1M),,,
Open Season,PSP,Platform,Ubisoft,6.7,0.07,0.07,0,0,0.01,2006,2000,100,0,0,14.3,Niche (<0.1M),,,
Mega Man Xtreme 2,GB,Platform,Capcom,7.3,0.07,0,0.07,0,0,2001,2000,0,100,0,0,Niche (<0.1M),,,
AMF Bowling Pinbusters!,DS,Sports,Vir2L Studios,7.3,0.07,0.06,0,0,0,2008,2000,85.7,0,0,0,Niche (<0.1M),,,
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,Sports,Nintendo,7.3,0.07,0,0.07,0,0,2000,2000,0,100,0,0,Niche (<0.1M),,,
Rugby League 3,Wii,Sports,Alternative Software,7.3,0.07,0,0,0.06,0.01,2010,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Disney Sports Skateboarding,GBA,Sports,Konami,3.6,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Cooking Mama: Sweet Shop,3DS,Simulation,Rising Star Games,6,0.07,0.03,0.04,0,0,2017,2010,42.9,57.1,0,0,Niche (<0.1M),,,
Cabela's The Hunt: Championship Edition Bundle,NS,Simulation,Planet Entertainment,7.3,0.07,0.06,0,0,0.01,2018,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Le Tour de France 2017,PS4,Simulation,Focus Home Interactive,7.3,0.07,0,0,0.06,0.01,2017,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Ant Nation,DS,Simulation,Konami,7.3,0.07,0.06,0,0.01,0.01,2009,2000,85.7,0,14.3,14.3,Niche (<0.1M),,,
BeatMania,PS2,Simulation,Konami,7.3,0.07,0.03,0,0.03,0.01,2006,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
SD Gundam: Gashapon Wars,GC,Strategy,Bandai,7.3,0.07,0,0.07,0,0,2005,2000,0,100,0,0,Niche (<0.1M),,,
Romance of the Three Kingdoms XI,PS2,Strategy,KOEI,7.3,0.07,0,0.07,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Real Time Conflict: Shogun Empires,DS,Strategy,Namco,7.3,0.07,0.06,0,0,0.01,2005,2000,85.7,0,0,14.3,Niche (<0.1M),,,
San Goku Shi Taisen Ten,DS,Strategy,Sega,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Rayman Origins,PC,Platform,Ubisoft,7.3,0.07,0,0,0.06,0.01,2012,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Dave Mirra BMX Challenge,Wii,Sports,Crave Entertainment,7.3,0.07,0.06,0,0,0.01,2007,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Pro Yakyuu Spirits 2014,PSV,Sports,Konami Digital Entertainment,7.3,0.07,0,0.07,0,0,2014,2010,0,100,0,0,Niche (<0.1M),,,
Fantasy Aquarium by DS,DS,Simulation,Destineer,7.3,0.07,0.07,0,0,0.01,2008,2000,100,0,0,14.3,Niche (<0.1M),,,
Petz: Hamsterz Bunch,PSP,Simulation,Ubisoft,7.3,0.07,0.06,0,0,0.01,2009,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Pro Farm 1,PC,Simulation,Excalibur Publishing Limited,7.3,0.07,0,0,0.06,0.01,2011,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Poi,NS,Platform,Polykid,5,0.07,0.05,0,0.01,0.01,2017,2010,71.4,0,14.3,14.3,Niche (<0.1M),,,
Robocalypse,DS,Strategy,Tecmo,7.3,0.07,0.07,0,0,0.01,2008,2000,100,0,0,14.3,Niche (<0.1M),,,
Classic Road,PS,Sports,Victor Interactive,7.3,0.07,0,0.07,0,0,1995,1990,0,100,0,0,Niche (<0.1M),,,
Winter Sports 2: The Next Challenge,X360,Sports,Conspiracy Entertainment,7.3,0.07,0.06,0,0.01,0.01,2008,2000,85.7,0,14.3,14.3,Niche (<0.1M),,,
Constructor HD,XOne,Strategy,Deep Silver,7.3,0.07,0.07,0,0,0.01,2017,2010,100,0,0,14.3,Niche (<0.1M),,,
Kessen III,PS2,Strategy,KOEI,7.3,0.07,0.04,0,0.03,0.01,2005,2000,57.1,0,42.9,14.3,Niche (<0.1M),,,
Super Robot Wars X,PSV,Strategy,Bandai Namco Games,7.3,0.07,0,0.07,0,0,2018,2010,0,100,0,0,Niche (<0.1M),,,
Wrath Unleashed,PS2,Strategy,LucasArts,7.3,0.07,0.04,0,0.03,0.01,2004,2000,57.1,0,42.9,14.3,Niche (<0.1M),,,
Open Season,Wii,Platform,Ubisoft,5,0.07,0.06,0,0,0.01,2006,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Cut the Rope: Triple Treat,3DS,Puzzle,Activision,7.3,0.07,0.06,0,0,0.01,2014,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,Sports,Konami,7.3,0.07,0,0.07,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
